RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?	negative
RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..	negative
@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..	negative
THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE	negative
@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5	negative
@apple needs to hurry up and release #iTunesMatch	negative
Why is  #Siri always down @apple	negative
I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple	negative
"@apple AirDrop #fail - Immediate &quot;declined your request.&quot; every time"	negative
good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb	negative
RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s	negative
Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s	negative
The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss	negative
Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple	negative
"@paulens It surprises me that @Apple throws up an error alert about authorizing, and there's no &quot;Authorize this computer&quot; button."	negative
@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!	negative
FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.	negative
Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please.	negative
OMG @apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS	negative
"@ryanbaldwin @apple So in iTunes I go Store -&gt; Authoriseâ€¦ why doesn't it just auto-authorise it when I sign into iTunes? Grrrr..."	negative
"Seriously - I have absolutely no offing clue what @Apple means by &quot;authorization&quot;, nor how to do it."	negative
"Boy, could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? &quot;You must authorize this computerâ€¦&quot;"	negative
shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild.	negative
". @apple &amp; @AT&amp;T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!"	negative
Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance	negative
Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity	negative
I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!	negative
It would be great If @Apple would send my new phone. #frustrated	negative
@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.	negative
@O2 @iphone4s @apple"	negative
So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?	negative
You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?	negative
removing all @apple shit.	negative
So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple	negative
What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.	negative
@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em	negative
Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise	negative
@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :(	negative
@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.	negative
Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat	negative
@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO	negative
Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.	negative
@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv	negative
"Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT &amp; @Apple. Hero of my day!"	negative
"@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the &quot;newest&quot; model are suckers..."	negative
Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.	negative
@APPLE Wow @MOTOROLA Just crushed your dreams....	negative
Time to play a game called wait at the @apple store forever because the tourists are taking forever with their genius appointments.	negative
"RT @phxguy88: Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR"	negative
"Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR"	negative
@Apple you need to make it easier for people to know what songs that have downloaded from iTunes:  http://t.co/8iAaraLR	negative
No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now"	negative
WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!	negative
@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?	negative
"@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&amp;T"	negative
Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii	negative
@apple why is my iPhone battery so crappy #fail	negative
My @Apple @macbook keyboard will not type :(	negative
@lynnwi I wish. @apple isn't known for giving users options besides blue or grayâ€¦..	negative
@Apple has THE WORST customer tech support. EVER.	negative
Why doesn't @apple iCloud sync Stickies? They've always been around, just nothing every progressed w/ them!! Why apple why?  @gruber	negative
"@apple, your new &quot;Save a Version&quot; function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world"	negative
Dear @Apple, I should not have to hack my 10.7 Lion Mac to make it useable:   http://t.co/6cQsL4qw	negative
I hate my @apple computer.  Thats 3500 dollars down the drain.	negative
Anyone else angry because @apple pulled everyone's access to the Siri App just so they could make it exclusive to the new iPhone 4S? RT THIS	negative
@apple my iPhone is charging very slowly!!!!!	negative
@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem, or give me the ipad2	negative
@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!	negative
9 apps in the AppStore New section aren't new just updated. There should be a rule against that. Also, why is @apple's POS apps always first	negative
sorry to say @apple But Your new Iphone IOS5 update Sucks a Fatty!!!!!!!!!!!!!!!!!! #SmokingPoleSucking	negative
@Apple iTunes is the worst program ever. For such a great phone, you make some awful software.	negative
One would think the voice recognition on the @apple tech support line would work a little better.	negative
@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!	negative
So I updated my #iphone last night. It took over six hours and the majority of my apps didn't transfer. Thanks @apple	negative
@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do.	negative
@AsimRang @apple @umber the desktop app is wack though	negative
I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm	negative
@Apple, In #iOS5, why I can't put the Newstand app in a folder? Very annoying. #iPhone	negative
the new @apple ios deleted at least half my apps. not cool.	negative
Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight	negative
Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #	negative
#DontBeMadAtMeBecause #Android is by far better than @Apple	negative
@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.	negative
@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt	negative
Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.	negative
Upgrded MacbookAir to 10.7.2, iPhone to iOS5. Now iPhoto doesn't open + iPhone apps r missing. Very buggy upgrades. @apple #applefail #fail	negative
Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!	negative
"Wtf @apple 64 pages for the new terms &amp; conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???"	negative
fuck u @apple	negative
oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it	negative
why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple	negative
. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed	negative
iMessage doesn't show the time a message was sent, annoying @apple	negative
Like @apple da fuck is this shit?  http://t.co/nb4DHlSg	negative
RT @CircusTK: I'm wit chu!! â€œ@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!â€	negative
Damn it @Apple!! Whatchu done to my phone??	negative
Patent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk"	negative
iWish @apple would add an expandable memory slot.... I'm sorta in need of one. http://t.co/LL4r5mU4	negative
@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail	negative
@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??	negative
@apple the reservation system not working, shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing	negative
"RT @RedDeerSteph: @Joelplane @apple I hear you! I've had trouble with my 3 &amp; now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp"	negative
"@Joelplane @apple I hear you! I've had trouble with my 3 &amp; now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp"	negative
@albertmal88 remember @apple is evil. #icloud entering the #dropbox market	negative
I know a few others having same issue RT @Joelplane: 9% now on my second full charge of the day. Pissed @Apple	negative
9% now on my second full charge of the day. Pissed @Apple	negative
My #iPhone4S battery is dying like crazy @Apple!!	negative
RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!	negative
I'm wit chu!! â€œ@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!â€	negative
ugh! @apple, youâ€™re reservation page for the iPhone is NOT working.	negative
iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.	negative
DeÃ¡r iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs	negative
i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple	negative
Suddenly lost all address book on @3GS iPhone. And someone was using my @Apple ID. It all fucked up.	negative
oh.. my iphone is overcapacity huh?! -____-  @Apple won't let me be great!!!	negative
Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!	negative
@apple u guys are gay	negative
Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE, Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo	negative
none of my apps work after the new ios from @apple. what do i do?!?	negative
Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone	negative
@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!	negative
@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.	negative
"@chascouponmom @apple I get they are busy w/ the new phone, but I just wanted to buy a stylus. they made me wait forever outside &amp; never"	negative
@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone	negative
I'm givin' this stupid @apple reserve system 2daysâ€¦ If I cant get reservation, I'll never buy any Apple productsâ€¦ (yup I hate contracts)	negative
@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint, Sprint blames @apple, I just want an honest answer.  #help	negative
Hey @apple, the SMS full message is complete shit. Yes, I'm annoyed.	negative
Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6	negative
After the new @apple iPhone update my apps are all a mess... Can't event tweet god... My draft is full of messages aghhhhhhhh	negative
@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg	negative
Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won't letme restore it @apple SYM!!!!	negative
Ugh there are so many people here at the apple store.  @apple can you be more efficient? Please.	negative
@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!'	negative
What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.	negative
Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh	negative
@apple iPhone 4S robo-brain Siri doesnâ€™t play well outside the U.S. http://t.co/LYppovGb	negative
@apple"	negative
@apple battery life suck on iOS 5	negative
An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.	negative
@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?	negative
Also why can't I login to the iCloud webpage to modify sharing from my phone?"	negative
Seriously PISSED at @apple just got a notification that our order for my iPhone 4S has been cancelled and won't ship. Wtf!?	negative
"@apple HEY OS 5 Really sux!!! Ur &quot;Tech Support&quot; sux!!  Thanks for all you do!!!"	negative
Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade	negative
could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous	negative
Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I'm really ... http://t.co/uf9taK8f	negative
@apple really disappointed with all the glitching with ios5 #whatthehell	negative
GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.	negative
Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread	negative
"â€œ@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.â€ &lt;&lt; check Settings: 8 times more App usage in iOS 5"	negative
As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad	negative
I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN	negative
â€œ@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.â€ in NZ?	negative
I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.	negative
You can make photo albums in the Photos app with iOS 5, but can't password protect them? Um... @apple, fix that. Quickly.	negative
Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall	negative
Truth. RT@hanrahan52 Dear @apple you SUCK! Thanks that is all	negative
Dear @apple you SUCK! Thanks that is all	negative
RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.	negative
Updating to IOS5 with my regular iphone4 just made it slower and messed up.. @apple give me a free 4S and we can call it even, thanks	negative
"@apple If you want to know what customers think dont send updates with the &quot;noreply&quot; return address. Who invented that anyway. #useless"	negative
Attempting to download @Apple #Lion.... slow process...	negative
my #siri is not working! its driving me crazy! it says it cant connect to the network. It doesnt make sense because I can use safari @apple	negative
"Every time I try the voice control on my iPod Touch to send an iMessage, it starts playing &quot;Who Knew&quot; by Pink.  Still not Flawless @Apple"	negative
should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience	negative
Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL	negative
RT @ScottDugas: Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment	negative
@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx	negative
"&quot;Waiting for items to copy&quot; in Itunes after everything DID copy goes on, and on, and on.  Come on @Apple, what the hell?"	negative
@Apple unhappy again with service/product quality. Won't buy @Apple again.	negative
Lies @apple. the battery on this new iPhone4S is definitely not any better.	negative
"â€œ@philipgrey: dear @apple, why you gotta go change the way &lt;input type=&quot;number&quot;&gt; is handled out of the blue?â€"	negative
Waiting in a ridiculous line at @apple in southpointe with @Consumatory . Where the Fuck are the comment cards?	negative
Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable.	negative
anyone else stuck in duped calendar/mail/battery sucking @apple hell? #iCloud and #OSX Lion are a disappointment	negative
For being the inventor of the computer mouse â€” Why is it that @Apple has never made one that is not a complete piece of fucking shit?!!?	negative
@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?	negative
"1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps &amp; folders missing @apple do  how much time went in2 orging it? #fail"	negative
@PrJusto Don't question the @Apple they will remember your dissent!	negative
"@apple: Multiple times siri is &quot;having trouble connecting to the network.&quot;  Siri needs servers (and some exercise!)"	negative
So my iMessage still isn't working! @apple	negative
RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?	negative
"dear @apple, why you gotta go change the way &lt;input type=&quot;number&quot;&gt; is handled out of the blue?"	negative
Ugh. WTF is up with all the bottlenecks @paypal @apple?	negative
So incredibly frustrated with @apple right now. iOS update is a major fail 	negative
+1  RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!	negative
@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!	negative
if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?	negative
any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious	negative
"@Apple - #Siri is not working due to &quot;network problem&quot;? Seriously? Can you fix this? #iPhone4s #Fail"	negative
@trisha_ps @iCloud is Cloudy. @apple tech, not very techy.	negative
@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now	negative
See @Apple, that what's happen when you release iPhone 4S with same crappy design as the old phone!	negative
This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable	negative
Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable	negative
"Spoke to an @Apple rep on phone &amp; could hear her tv blaring in the bg.  She said, &quot;I can't actually help u, just direct u back to the web&quot;"	negative
What's wrong with Siri today @apple	negative
@Apple Siri is down!	negative
I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.	negative
on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.	negative
#annoyed"	negative
@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO	negative
@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it	negative
